name,description,coordinates,image_url,category,rating,city,country,website,address
Transamerica Pyramid,Landmark 850-ft-tall building shaped like a narrow pyramid & housing offices & retail space.,"37.79517750000001,-122.4027787",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJQ-U7wYqAhYAReKjwcBt6SGU/photos/AWYs27xb1BaTXFz0ZfQhSHpAgboN4eiPN2kWuLfL4vzyywGZKw5DyK-ImTyrsdymPzVdkKzCMFvEOs5asFpi834JCPAXCZ6-2AfP2go6NbNCn9Qqjk13InykQfzK90VjEeMITy8MQEI87A8uQ-bdDQqL4-cF4UKurvPgSjGl&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.5,San Francisco,United States,http://www.transamericapyramidcenter.com/,"600 Montgomery St, San Francisco, CA 94111, USA"
Amazon Rainforest,Expansive rainforest famed for its biodiversity & namesake river plus 19-century architecture.,"-3.4653053,-62.21588049999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJhUN0QlNg6JERx39KOcFtPD0/photos/AWYs27x72_keDxXx0BeXD-edJKAsUZvzUJsF43M-u6xEejXoRaGKDxLsmYJC7LP9Y_7QOROZLo8gzUA0MBv4XA9HWRrmpgzafzoH75HCPSg9bfh2jgmB1oQFDrze3jw9EK7uVvNC9A7GtqIvf37n7rGPuyA9dmlDR125nPIp&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.2,State of Amazonas,Brazil,,"Amazon Rainforest - Codajás, State of Amazonas, 69450-000, Brazil"
Ushuaia,,"-54.801912099999996,-68.3029511",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJvwnRurUiTLwR_OtDuj1HmFQ/photos/AWYs27y-6aDyeN3Bd5w87RMWEr7U5XHqfaOFUZ6UKDi8TXczKrkVIK76W7CTWyOmqwXNZ-x8MuAt8-Yzw_IgFBhYGoLKC-9SMYvTtNzrFDONaJr-xnLtj4wy0FnPerivFBaKJ60V7JV3tLBLO7Js0aLGZ9wJZPOKlRq7jkwg&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,,Ushuaia,Argentina,,"V9410 Ushuaia, Tierra del Fuego Province, Argentina"
Sigrídur,,"64.3253497,-20.124594599999998",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJnx7qkDil1kgRlOWxN3f8oCw/photos/AWYs27wRFTekQvn8bUKCmDLX3rUAzfYyqHWRP0jAXglBrj0-pZq7P9kZupAu6gqE0GPHpcCecVbw487CBxY7KMlSKi_MLA3ngnelIlypT-E3D6nFF9YsH4NPtVaXflU6FJvOQiqjx-nmGjTwj_yujT-X7IgrYD5betzlgskC&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.9,Bláskógabyggð,Iceland,,"Gullfoss Parking, 806, Iceland"
St. Isaac's Cathedral,"1818 Russian Orthodox cathedral & museum with gold-plated dome & an opulent, multicolored interior.","59.933904999999996,30.306485",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJSTp6hhsxlkYR6SV9tFJytR0/photos/AWYs27z9QWfkCVEudoh8Uv2q4aiE8r8WMVkLR41Y39y8otOgl0eXTLqPOSAuHCDM5vDahsl5bstL45BUAUjmVEtyakdMFatkLp2FmZqd3vtnsL-N_r08Gqi9XKdj5_d2SE4IwB_SjOf1xXD4ewWwhgDU1A5ce9dPcVj5dGhJ&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Church,4.9,Sankt-Peterburg,Russia,http://cathedral.ru/,"St Isaac's Square, 4, Sankt-Peterburg, Russia, 190000"
Ulun Danu Beratan Temple,"Scenic Hindu temple on a lake with gardens, boating & wild animals for photo opportunities.","-8.2751807,115.16682340000001",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJVwisn2yJ0S0RUxvb5GhlJBg/photos/AWYs27wcXcpKZ5f4qXy1ONYBSbd0o6JdoqDPliOlws3fkWIZ2cQ4LM-sKEn0m1kFiLHOeMaZntpV1hP-o_CCKEKWxIzsQ_Fe2l2J7sVf4WQvbSCO1YndFXxL3SHxsjhDH374BLJDk9sK3Y-KZRR6IdEc3MmyFir75ZobrtUQ&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Hindu Temple,4.6,Bali,Indonesia,https://ulundanuberatan.com/,"Danau Beratan, Candikuning, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia"
Centro Histórico de Salvador da Bahia,,"-12.9730636,-38.509954",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJxQvMvMQFFgcRfaxqaIAjSBg/photos/AWYs27wbd6PREMi1XiqQgzO9BUf3LZXd3sEoFxBj72-8nQmwS8cLP64jv9kiLeCMUpuD5P2eBWhGl_qHxl--kZlCRsND_h1W8SXl9q-COccuLiRmKIlvxRTP1JY1q_uYRCyq7yFHXH_rDX_qOuQw_Q6u9NQfQyW3M9Ae-LLc&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Tourist Attraction,4.6,Bahia,Brazil,,"Centro, Salvador - BA, 40080-001, Brazil"
Holocaust Memorial Miami Beach,Self-guided tours at an outdoor Holocaust museum with a memorial wall & a huge human hand sculpture.,"25.7954768,-80.1362109",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJt_rH-qQp2YgRVCQiSJ3NXzs/photos/AWYs27wkdqVIXTZFl5aTJEfoOfPEQSpFWiDhkT99omRNKOlU1J3ibjCfYXwMHk2IrwaltIhg75K3lpYEf1lSiRurwamlnGGBNlqaZolTCjfVu0nIk3N9t7iyrdXZMSrkjJrWSH4dGA_Lrgxu5kP2GphJ9a4EGCOE4axfW8Hz&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.8,Miami Beach,United States,http://www.holocaustmemorialmiamibeach.org/,"1933-1945 Meridian Ave, Miami Beach, FL 33139, USA"
Kaole Ruins,,"-6.4621756999999995,38.9479038",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJd8z8L_WSXBgRwy711HVFnYw/photos/AWYs27zaQU3eA1Oy7qaaaLEVw0g_i-1-KxydJTMJZIQdO0tRJmgX7ynX3cXB1hEZbXfRnlx0IdJv9KGFvDV-b5pksanB9uKDk7LBdcGhlLk4YZvxqR92DsziAOIgTvguSctOyaJaXdqc0tfB3ey0h2KtKU6Iayuu0WNm0inw&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Place,4.5,Bagamoyo,Tanzania,http://www.tanzaniatouristboard.com/,"GWQX+45C, Bagamoyo, Tanzania"
The Centre Pompidou,"Architecturally avant-garde complex housing National Museum of Modern Art, library and music center.","48.860642,2.352245",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJoyC4CRxu5kcRRTPcWX5srLc/photos/AWYs27yUkRejdJica79Suknwh3UQEHN8KoczWqRpw1bwkKsIFI-I5EJOkZaU0uIXE_Y2mgPap0tGsZIziX8za3Ic6rBDAppkI5EKw8p31fmPwhLATvSOksFGEe2uXPk4QshKTXPVH3wH_pqPuLO45Rrp0hbSS918yt6PQrLn&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Cultural Center,4.4,Paris,France,https://www.centrepompidou.fr/fr/,"Place Georges-Pompidou, 75004 Paris, France"
San Cristóbal Hill,"Landmark hill accessible on foot with a statue of the Virgin Mary, gardens, a zoo & city views.","-33.4202404,-70.6313749",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJUQ2xxPLFYpYRgzyi3olg7fU/photos/AWYs27yzY7RcY-q3qpdVFvro060EnnMlS1u6UZLgwbv-eDrHbGYZiW15GDS-SQKbFD9nBc_S98or90M_lvyUlEl1yczzEmAFKVIwrewohr-87Lp1FQY6kvMFCdmJSqnsrr3XsTPHtJ2fPBv2asZWMYqevz64Qs7kaMXBGWzN&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.7,Recoleta,Chile,,"San Cristóbal Hill, Recoleta, Santiago Metropolitan Region, Chile"
Fushimi Inari Taisha,Mountainside Shinto shrine dating from 711 A.D. featuring a path with hundreds of traditional gates.,"34.9676945,135.7791876",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJIW0uPRUPAWAR6eI6dRzKGns/photos/AWYs27x40l8yAj1M9VJW7Gf4DmmZwOa5NVuLIwcVnyBUdIdDmK6gG9l9pGgt2DmgdlHIpJCOYamnGpgM4vR57KnQlV3-NnMd0N3bLZqEwbsGqGZ10f_0qSt1_YY5rSbvjL1EfkRCxrZd_BTfvka9mg2fKnDi2IZUIAAWx9Tq&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Place of Worship,4.6,Kyoto,Japan,https://inari.jp/,"68 Fukakusa Yabunouchichō, Fushimi Ward, Kyoto, 612-0882, Japan"
Hadrian's Wall,"The remains of the Roman Emperor, Hadrian's northern defensive fortifications to walk and explore.","54.989898499999995,-2.6016963000000004",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJt4BSUBCnfUgRGvaU9ZGo69o/photos/AWYs27zNwOKq1s7hYD1YAZQKec4nD2YYRIOckBPsuIoLgKqgy1l1UOCPxi-qKgusIq3OYennzldKe7qI0W5j375aYA7FzY-7GAArN3dcidpcoLXlQQAk6_RrU_AD-bph4ghwt3v5R6w7qcS2cuyGTc3V8rtBBGXDJ2Y8890V&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.6,England,United Kingdom,https://www.english-heritage.org.uk/visit/places/hadrians-wall/,"Brampton CA8 7DD, UK"
Wildrose Charcoal Kilns,"Built in 1877, these beehive-shaped kilns were used to create charcoal for local mining operations.","36.2465791,-117.0762938",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJabkhHAsux4ARwVZkqi6xVIM/photos/AWYs27xmBG2RLQ5WKHwAD2sS_dAnmitaGlBIicQt2KiwImPfSuT6yOo1cF5xukb1_Y2LvMR94wzeP9J_IF-O8DzUAQinDZgUmAlEPAdjUkkSl4vqkGPJu2w6oAqSlXdSEVEPO4P0ncO7zrpTKybr8eJ6zBKZxe6_14Ww7SBl&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.7,DEATH VALLEY,United States,http://www.nps.gov/deva/historyculture/charcoalkilns.htm,"DEATH VALLEY, CA 92328, USA"
Falesia Second Tower,"Historic tower featuring a small weapons museum & sweeping city, mountain & sea views.","43.9330007,12.4515802",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJRR9O_7rsLBMRSAM3PLJDjGE/photos/AWYs27xMTHAzu7mzZdrUxsxY9f0WyCJurVTPfPt25PLgCR-dRcqLhCoK0U3B0Lun5lIXhXLC_Df_aGRX4EajazUPnRHKfbvkK0CJZf43fJGIcCvSEtxaqiMMrLFYRqqxcpMCyYdy0oCm9tqC-i3SyGjSnlcb-3CMcTix8Giw&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.7,Città di San Marino,San Marino,https://www.castellidisanmarino.com/torre-cesta/,"Salita Alla Cesta, 47890 Città di San Marino, San Marino"
Islas ballestas paracas,,"-13.7363337,-76.398561",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJsXB8Fk15EJERlIvg0o-YlpA/photos/AWYs27xGDJXGK5JzuzTE2Suoo_PXemlEmerltfZKRPjztWwmBD3ftgeFxxakcpVp3d0MRjFnqa3x4SUJndtw6PQJOjivikPffmSyxB6HcicbEtb7W5-SMNX30U1chKYsEHkC2SUZKEDbl21XgzfskDOoEVdMpr4ZxnoDQVf4&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.8,,Peru,http://islasballestas.net/,"7J72+FH8, Peru"
Arles Roman Circus,,"43.6731707,4.6180875",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJzYEO0zt3thIRBAjdmql6f6w/photos/AWYs27xwy7q-VzBuAv6QmGtR_wU-6t2J1csO2BJGFhOsKi7n3L2BWJbA1NQreRbTDBjx9s33-QQe6zmARR5TREuR7Y-64YkI958SclEUh0hdSFXGMfgrenxMp4V3TYPN30bIParXe_klx0gkQJqYjjkBxdqTTXd5zERPoaBt&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,3.6,Arles,France,http://www.patrimoine.ville-arles.fr/index.php?action=edifice&id=43,"13200 Arles, France"
Shah Abbasi Mosque,"Huge, architecturally notable mosque with seven-color mosaic tiles & calligraphy, completed in 1629.","32.6551665,51.678049699999995",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJCV9i2vs1vD8RZkse6WSx-Mo/photos/AWYs27zy3psARtXoVe_RUhqNW7l-UYiFHmIgf6Jc3lOKX2i2K7NtkM7t-TJ2cZsK7jHzMdbU8tTdX9_ASqcNaxKMVEMqBgpGzBdVdZmTBoBSMNLO25yRNALHuDDQOZKdtnLBJIde9fUZ3W-Ox6ydi4DiquyRNW48_ldsZET-&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Mosque,4.8,Isfahan,Iran,,"Isfahan, Isfahan Province Isfahan ضلع جنوبی, میدان, No. No, Iran"
Ancient Theatre at the Asklepieion of Epidaurus,Plays & concerts are held in this amphitheater built in 340 BCE & known for its excellent acoustics.,"37.5961218,23.0792851",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJZ_iy58WLnxQRC8RePi51ukc/photos/AWYs27xFg3e2ENfMsFt2jTfVyRQLtGMlBJslk3rolYXCiQygIuZLjLVB8aI1Wao6tgyAK9GsOHi2CkTo7dI2M93KwB38LYrSzccLixu6RermXmYMCkJWWTNR385L6SVqqiVJFGXQN7wDR-GkBOTX5iwMPzrXMzqMAEPhdj9U&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.8,Epidavros,Greece,http://odysseus.culture.gr/h/3/gh352.jsp?obj_id=14301,"Epidavros 210 52, Greece"
Joshua Tree National Park,Renowned desert park draws campers & hikers with its geologic wonders & signature Joshua trees.,"33.873415,-115.90099229999998",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJe6hluYWP2oAR4p3rOqftdxk/photos/AWYs27xzYxj63h-79P9Jarda-TDIDSjm2sXZYGrPMnFzz2Gn-fzzkatEeihyzztZMP7MwGBcHk47ZK5b5BuWVMvwMo33L9KTwiaRKrv2G_m3Q7hnY9GDYwMw33ZvzWtDhzFFok2lJrcHkvsELhC95hlo1uJ3xN9JgVL21Zd1&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.8,California,United States,https://www.nps.gov/jotr/index.htm,"California, USA"
Cascade Complex,"Cascading series of stairs, landscaped gardens, fountains & sculptures, home to an arts center.","40.1911065,44.5156219",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ95kEjCG9akARw1QLPYteFlQ/photos/AWYs27xCQNnebdA7PfqWYym3KjZailcF2JmTF5GQE9rS8fzL_wnmpjo_oVrpb0NgYWiU21vG7W08RZAg_08P1ryeXA_k1AmQ8yJ5k7vYMcaWj-xtRp3XvWiu8KmvZhoC_J6dBmj2JikkngeniDyq_ft6seTEHcA1ddZDpDwR&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Tourist Attraction,4.7,Yerevan,Armenia,,"10 Tamanyan St, Yerevan 0009, Armenia"
Cratere Centrale dell'Etna,,"37.751834099999996,14.994986099999998",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJTzMQzzeqFhMRexHoU8AGExA/photos/AWYs27yHWxTl_l8fWvrMLT67k_92YmMSYpbUGlNBjX3TcrgHQT2e8b22oCgy2TYPeVqkBCWujWsK4mZMJmYZjzc17MkyyItkjXlFyGxeGNM5vULyVRhFThs9bJWcAk9FrZ_dQZAxA0Iw4FQl4FgNb-b3O2Uq7ODi0YULkQQD&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.9,Sicilia,Italy,,"Parco dell'Etna, 95012 Castiglione di Sicilia CT, Italy"
Enclosure wall of the Casbah,,"36.7853367,3.0559963",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJtyrHMFWyjxIRrcwjcrao2eQ/photos/AWYs27ySD5GgnricwcXbqh5wISX7cN2nq8sV0vmEYhA5PWbri3hwmz2D6J9qTxUm0xP-DEaVZ08OHoXiHDVpPojOkNahIiJvir-dACnSYqnuYSM8Y_RAnrG6O0d1aBgNCprrPVINk2iImEU6G0qoje6_RqIQfkPB7t_3ls8S&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Place,4,Casbah,Algeria,,"Q3P4+49Q, Bd Mohamed Taleb, Casbah, Algeria"
Hollywood Walk of Fame,Famous Hollywood sidewalk area emblazoned with stars & celebrity names since 1960.,"34.101605899999996,-118.32956940000001",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJXyC7WTu_woARPvVMCHBXd4U/photos/AWYs27wzRLHbZxDuMNaFRRQzlU9NEpR2bbXKeBJr1ibCDIbYg-WQve71ibb-GHmUEjLa34IrsWn3oxB4CitFu_67IB1WAkP6dpnDt5ERS0Opc7JE2EAiPf3dZDVeL5VkjzwUi-Qe-xMeUAQqvVlwksh5SyEhvilze0AZy5ph&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4,Los Angeles,United States,https://walkoffame.com/,"Hollywood Boulevard, Vine St, Los Angeles, CA 90028, USA"
Fort Jesus Museum,"Imposing, 16th-century, Portuguese coastal fort with museum displaying Kenyan archeological finds.","-4.062278399999999,39.6795769",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ0Rben1UTQBgR6joJgT8hygI/photos/AWYs27xdKqwQV1CcXkntYSELVSLkJS_BZL4aNiLlKJb8IZPds_wF-kHyT50kaDCZDTTZPf2JeR4K626YOg-uVor0tZDLQ_IsPi0ULPsw8pqlxuHiTMx5M4oyQIhZ1e5MEdAXORNnpUJwrjPggvVdBBDczJFGnYJT4BUTLPNN&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Museum,4.4,Mombasa,Kenya,http://www.fortjesusmombasa.com/,"Fort Jesus, Nkurumah Rd, Mombasa, Kenya"
Sheikh Zayed Grand Mosque,"One of the largest mosques in the world, topped with 82 white domes of varying sizes.","24.4128334,54.4749754",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJSf7a6HNCXj4Rx6_i78u7jyQ/photos/AWYs27y002DPw3jLyOAl4_x7ijZMs09089AV8_ozkiIp1tbl2DzWl3y8Grs3GLQkfQXYZ7fUepgbAWdCkbp7fdrutoGJ1u3VW1W_24Agjj2eOiO8NTLWgD67Afmmu7vehKj7iLSwgwugzfPOPyzT5awIXP5wgxAEoi0kdZV4&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Mosque,4.8,Abu Dhabi,United Arab Emirates,https://www.szgmc.gov.ae/,Abu Dhabi - Al Rawdah - W54 - Abu Dhabi - United Arab Emirates
Chronicles of Georgia,Unfinished hilltop sculpture with vast pillars depicting Georgian history & the life of Christ.,"41.770616499999996,44.810419499999995",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJmfOeEQptREARy-Xb8PHhdwM/photos/AWYs27xRHwYSzI3HW8hUvp50LjKpVZkHuXo7AAHiLwd3vMM77ZhA4ROdsVIPRI8HXkH5PwjOML7mbslc4iC-GeV9_aUaiV4i53De1Z2A3NtxgT2YtFM3o3wLkLeklyLtW6Zdz1GdattgDQZnW9L8Zuik18h5NBK9sk5ZqiZT&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Tourist Attraction,4.8,T'bilisi,Georgia,,"Chronicles of Georgia Temqa, QRC6+65V, T'bilisi, Georgia"
Wat Phra Chetuphon Wimon Mangkhalaram Rajwaramahawihan,"Large landmark temple offering serene grounds with a giant reclining Buddha, historic art & statues.","13.7464237,100.4927733",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJgcxFcQWZ4jARLsIR9Qia9H0/photos/AWYs27x9azWKwrtC8Z1nBAloP_v4fiQGDc4Xt0RNN2931uVMA1eL4iAshWuCKV5C1MqeKKrC4JbxDXMMlsn_RrK3vlkHTNqQdf28Svmf1fWo4p8Kbk2U4O3W5Hhm1px8KSU-Ne5rpHwjAD9Gz0H8wHAA9ArX6XPPqcvCoOqd&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Place of Worship,4.7,Krung Thep Maha Nakhon,Thailand,https://www.watpho.com/th/,"2 Thanon Sanam Chai, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200, Thailand"
Zona Arqueológica de Monte Albán,"Historic archaeological center, founded in 500 B.C., with a museum, restaurant & handicrafts.","17.046592699999998,-96.76588439999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJye-MvYkYx4URytLQj24Grqc/photos/AWYs27ynb-i9372yFscFYexxiJBvIUGqzb3zNP4-yAEgsIhs0kPiBeXuolm-9i1Daas99V-on-gD3Sxw6kxYU8aqIq2GLnxjg-UH1B9vZ8Gbt8uudX9f4v_2jLwTnf0rzS-ylBDUECNIHiDVyKNf7F_VgavJvQQL5AxllJrE&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.8,San Pedro Ixtlahuaca,Mexico,https://www.inah.gob.mx/zonas/94-zona-arqueologica-de-monte-alban,"Ignacio Bernal S/N, 71233 San Pedro Ixtlahuaca, Oax., Mexico"
Christiansborg Palace,"Tours of the royal palace's lavish reception rooms & stables, plus 12th-century castle remains.","55.6763218,12.5803274",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJCbqRvxZTUkYRGWI2eOd3tiw/photos/AWYs27w_pOYUbRXf2X7ZfG5nQQd4fnHm52CHPLzi2roKnk2yjzNt7TX6DWclOLxpraWpoCf_Yop-BNUywTpE1buoex32xtN3UPSxwn2RQAovc5JlVBWvydOvU8m0lb1yhIUfIBxQjhUs61QbPklOZXw3F7eQYyaicnQf4lAn&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Place,4.6,København,Denmark,https://kongeligeslotte.dk/da/slotte-og-haver/christiansborg-slot.html,"Prins Jørgens Gård 1, 1218 København, Denmark"
Ribat of Sousse,This small fort first built in the 8th century & expanded in 821 features a tower for scenic views.,"35.827670999999995,10.638794899999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJNZpBhXN1AhMRwBmaKfis3fU/photos/AWYs27xJvwR124FcAfnx63pWm0xANZOo9PS6s5VNqw6DznJkvfG6mvBB161tvdJwEmGJyKAdw67BazeyXB_GVSNo1Jmxf185jn1MhNPecQmyWjwunGCpyjnSAKO5hGrIsbIlDrjKHrh5S1_5gP0CqqPio3Sa37-hTicO6KzT&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.4,Sousse,Tunisia,,"RJHQ+3G7, Sousse, Tunisia"
Butrint National Archaeological Park,"Olive-shaded archaeological site home to the Greek, Roman & medieval remains of the city of Butrint.","39.7440147,20.0194685",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJZVB_lfFrWxMRQbjnMr97kUs/photos/AWYs27xeJ8zbZo8fQBpjJYCQSlnJ-iQDGblGIja9vBOn-niwakZhocGaHHTgmykl3TkUZJfGEgCPl-kVPuvcfu6FZQTUAXc06tKStqnmGCIcJy8xr2Z5sKwtlcssbmK_tgji-ljVBv0gAFGiOjzjMVpFredvrcUMz_A3k0mM&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.6,Butrint,Albania,https://butrint.al/,"SH81, Butrint, Albania"
Dotonbori,,"34.6686471,135.5030983",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJg2DcJhXnAGARCbeAHoZrPeQ/photos/AWYs27yVLWco-VJU7TTzSJYNAKCfchp-SqERCKb42dIxMzuVteYStPE70TCqu1ryb43JIhgMr63MWAj_x96kXf0BoNIs6zOPrPI3AgKLv_0jdFaEHSwKsnGIRwUnTt637Z0H-vZicKBrJmlCMiHBKFP4Qs7vo-rQdYPjyT1T&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,,Osaka,Japan,,"Dotonbori, Chuo Ward, Osaka, 542-0071, Japan"
İçəri şəhər,,"40.365515699999996,49.8319335",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ9XujfgB9MEARh-q4hdcekKA/photos/AWYs27xFrMvwqunqwUzoRj8oUYLX8sDfQreTXoWUztBbOoOu3BYfutUONOy_q7OSHk1ytNPoQW4cykjSUfU-9Gps_24p9LgmXS1C5GY80LqFS8dTJeKP52LPGpdRm-DmH3KRhMXA9ZyrwtksqtpIxVmwYYqyL26ehfIg5UCV&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.7,Baku,Azerbaijan,,"9R8J+6Q3, Baku, Azerbaijan"
Swoyambhu Mahachaitya,"A very old religious site, this Buddhist complex has an iconic stupa, temples & many shrines.","27.7148996,85.29039569999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJrciCm40Y6zkR93t5EOS9Ma4/photos/AWYs27zef3qKZ4M5KbCRN7TAL0daegbWNHpXSKFlhpLStIZP_2uP9vcjfwI8N5KADbXtAihzfeChh6raOadtwfuBXKN_cQxJvprXC0tSmwHaQUP-3AGJTyRq7FGOKpud8djr6uGC-SrBFTUkJVwQCQS5ZY0BOz4PMezHeQZT&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Place of Worship,4.6,BHAGANPAU,Nepal,,"P77R+X52, BHAGANPAU 44600, Nepal"
Kizhi Museum,"Open-air museum complex with a wooden Karelian church from 1714, a lake & cultural period exhibits.","62.0675667,35.2235249",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJl315RJy0oUYRfRkDb9rOnoY/photos/AWYs27yKq9hRY2e4rkAbt60VuJ4IzBuwAi7iZvYv6PDjmW6iKvUJKasmGweoPve4Ogkw6iLqeHDqbKiJd3PVkDVEkCuTqnHKhlNiADyiCI7AQaAkKT5SeoacymfdJ9nDayJmZ1dvMnennzxxV5-k1YkzTClcAoT7KRuACNdn&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Museum,4.8,Остров Кижи,Russia,http://kizhi.karelia.ru/,"Остров Кижи, Респ. Карелия, Russia, 186318"
